Player,AHL.Season,AHL.GP,AHL.Goals,AHL.Assists,AHL.Fights,AHL.Points,NHL.Season,NHL.GP,NHL.Goals,NHL.Assists,NHL.Fights,NHL.Points,WHL.Seasons,WHL.GP,WHL.Goals,WHL.Assists,WHL.Fights,WHL.Points
Jeff Schultz,4,164,7,34,1,41,8,408,11,65,1,76,4,262,22,85,1,107
Derek Dorsett,2,71,11,13,29,24,7,410,38,60,89,98,3,180,49,79,42,128
Kyle Chipchura,5,186,41,63,14,104,8,412,27,65,43,92,5,216,59,106,15,165
Ryan Carter,2,89,19,22,7,41,8,413,34,47,30,81,1,15,0,1,1,1
Matt Pettinger,6,267,67,62,14,129,9,422,65,58,10,123,1,27,14,6,3,20
Karl Alzner,2,104,7,34,0,41,7,427,12,71,1,83,5,260,19,98,2,117
Ben Clymer,1,50,11,16,4,27,7,438,52,77,25,129,1,70,12,44,5,56
Eric Fehr,3,120,50,51,2,101,10,454,89,88,0,177,5,279,146,131,3,277
Brian Sutherby,6,58,4,18,7,22,9,460,41,49,49,90,4,208,79,99,21,178
Jim Vandermeer,5,230,15,40,28,55,9,461,25,80,45,105,4,248,34,100,53,134
Jannik Hansen,4,129,34,46,1,80,8,470,77,107,5,184,1,64,24,40,5,64
Nate Thompson,3,216,35,45,21,80,8,471,44,59,16,103,4,253,55,88,6,143
Devin Setoguchi,2,42,11,18,1,29,8,471,127,122,4,249,4,255,118,125,10,243
Kris Versteeg,3,139,46,81,10,127,8,473,116,159,9,275,4,264,62,105,9,167
Colby Armstrong,4,243,34,55,8,89,8,476,89,120,13,209,4,205,76,109,10,185
Colton Orr,5,106,2,4,42,6,11,477,12,12,123,24,5,164,19,9,54,28
Blair Betts,4,180,45,58,0,103,9,477,41,37,0,78,3,157,79,98,2,177
Shaone Morrisonn,4,216,15,49,8,64,8,480,11,64,6,75,3,179,25,57,6,82
Roman Polak,2,87,4,15,2,19,9,480,18,70,13,88,1,65,5,18,1,23
Blake Comeau,3,111,20,61,4,81,9,483,88,107,4,195,5,253,60,117,13,177
Fredrik Sjostrom,3,21,2,7,0,9,7,489,46,58,1,104,2,121,53,74,0,127
Brandon Sutter,3,36,6,12,0,18,7,495,98,87,6,185,4,205,68,86,4,154
Trent Hunter,5,297,112,140,4,252,9,497,101,135,2,236,3,177,77,83,4,160
Ian White,3,108,12,52,1,64,8,503,45,134,5,179,4,246,77,145,1,222
Kris Russell,1,14,3,5,0,8,8,511,34,124,8,158,4,241,76,120,6,196
Troy Brouwer,3,146,78,63,11,141,9,531,132,123,25,255,5,287,103,116,15,219
Darcy Hordichuk,4,100,7,11,19,18,12,542,20,21,137,41,2,129,9,10,65,19
Clarke MacArthur,3,163,56,102,4,158,9,544,133,171,4,304,3,190,88,136,8,224
Todd Fedoruk,4,42,1,6,16,7,9,545,32,65,103,97,2,119,25,24,35,49
Brandon Dubinsky,1,71,21,22,8,43,9,545,112,207,38,319,4,234,82,148,25,230
Cody McLeod,3,132,21,19,34,40,8,549,57,46,109,103,4,257,69,68,53,137
Scottie Upshall,5,62,32,28,1,60,12,553,115,119,5,234,3,173,99,127,2,226
Alex Edler,2,51,5,22,0,27,9,568,66,193,0,259,1,62,13,40,0,53
Tomas Kopecky,6,268,73,89,4,162,10,578,68,106,3,174,2,109,56,70,2,126
Tomas Fleischmann,3,104,52,63,0,115,10,581,123,187,1,310,2,125,54,92,0,146
Kyle Calder,2,77,26,31,1,57,10,590,114,180,4,294,2,123,69,96,2,165
Dustin Byfuglien,3,123,26,48,7,74,10,597,133,211,12,344,4,189,48,94,12,142
Mike Green,8,342,88,149,1,237,11,599,114,250,2,364,8,478,130,255,11,385
Chuck Kobasew,3,108,53,26,4,79,11,601,110,100,15,210,1,55,41,21,2,62
Jerred Smithson,7,303,23,78,2,101,11,606,39,57,8,96,3,194,40,56,14,96
Josh Gorges,2,25,2,4,0,6,10,606,14,90,7,104,4,245,33,119,7,152
Jordin Tootoo,2,92,19,26,15,45,11,607,59,90,88,149,4,220,93,116,51,209
Braydon Coburn,2,88,7,30,7,37,10,618,37,131,10,168,5,238,29,102,18,131
Kyle Brodziak,2,117,36,51,1,87,10,621,98,130,12,228,5,273,81,104,16,185
Boyd Gordon,3,103,21,41,0,62,11,628,53,103,1,156,4,260,77,130,4,207
Joffrey Lupul,2,6,4,5,0,9,11,655,194,212,10,406,3,191,127,113,2,240
Paul Gaustad,3,238,37,100,29,137,11,664,87,138,46,225,3,198,53,82,28,135
Brooks Laich,2,75,22,27,0,49,11,683,132,185,5,317,3,206,78,124,1,202
Shea Weber,1,45,12,15,3,27,10,685,146,246,20,392,4,190,26,65,18,91
Andrew Ladd,2,27,12,8,2,20,10,691,185,235,16,420,3,137,49,71,12,120
Ryan Johnson,3,102,27,67,0,94,13,701,38,84,2,122,1,2,0,0,0,0
Ryan Getzlaf,1,17,8,25,0,33,10,710,208,470,23,678,4,233,95,120,11,215
Mark Parrish,6,169,52,71,0,123,12,722,216,171,4,387,1,54,54,38,1,92
Travis Moen,2,84,2,4,12,6,11,724,59,75,76,134,4,181,27,31,30,58
Vernon Fiddler,5,204,34,57,6,91,12,736,90,145,17,235,4,267,85,100,11,185
Duncan Keith,1,75,7,18,0,25,10,766,75,340,6,415,1,37,11,35,2,46
Arron Asham,6,139,40,49,16,89,15,789,94,114,102,208,1,67,43,49,13,92
Jarret Stoll,2,152,42,66,0,108,12,792,140,239,0,379,5,245,124,162,0,286
Barret Jackman,2,76,2,12,23,14,13,803,28,153,55,181,4,234,28,111,57,139
Dan Hamhuis,2,136,12,42,2,54,11,814,52,238,9,290,4,247,34,122,13,156
Jason Chimera,4,237,70,89,11,159,14,869,143,186,33,329,2,130,66,66,6,132
Martin Erat,2,90,20,44,0,64,13,881,176,369,0,545,2,114,50,85,1,135
Michal Rozsival,3,79,11,30,2,41,14,890,66,227,3,293,1,71,14,55,2,69
Andrew Ference,4,89,14,38,4,52,15,901,43,182,31,225,2,112,22,78,5,100
Jay Bouwmeester,1,2,0,1,0,1,12,918,78,279,1,357,4,194,40,111,0,151
Cory Sarich,3,94,3,32,4,35,15,969,21,137,45,158,1,46,8,40,5,48
Eric Brewer,1,25,2,2,2,4,16,1009,77,194,21,271,1,34,5,28,3,33
Scott Hannan,2,43,5,12,2,17,16,1055,38,179,9,217,2,94,25,60,2,85
Robyn Regehr,1,5,0,0,0,0,15,1089,36,163,40,199,2,119,16,30,10,46
Patrick Wellar,9,304,8,42,65,50,0,0,0,0,0,0,5,247,16,42,35,58
Brennan Evans,11,783,19,102,127,121,0,0,0,0,0,0,4,257,12,29,28,41
Derek Couture,7,301,39,42,41,81,0,0,0,0,0,0,5,254,48,58,36,106
Garrett Bembridge,8,306,44,49,0,93,0,0,0,0,0,0,4,218,89,99,3,188
Ashton Rome,6,294,40,38,13,78,0,0,0,0,0,0,5,319,72,102,16,174
Brett Palin,6,367,10,51,17,61,0,0,0,0,0,0,5,324,6,55,26,61
Garrett Mitchell,6,224,25,30,27,55,0,0,0,0,0,0,5,264,51,61,41,112
Joel Broda,5,202,31,25,11,56,0,0,0,0,0,0,6,330,141,120,11,261
Kyle Beach,6,208,43,40,26,83,0,0,0,0,0,0,5,251,134,139,44,273
Mitch Love,5,278,6,21,106,27,0,0,0,0,0,0,6,320,33,66,87,99
Shane Harper,6,281,65,59,3,124,0,0,0,0,0,0,5,335,100,114,3,214
Travis Ehrhardt,6,187,9,26,3,35,0,0,0,0,0,0,5,256,20,99,8,119
Wacey Rabbit,5,309,36,59,9,95,0,0,0,0,0,0,6,289,91,131,11,222
Dylan Yeo,7,162,10,38,4,48,0,0,0,0,0,0,4,228,21,52,9,73
Jordan Henry,7,306,22,47,10,69,0,0,0,0,0,0,4,270,12,61,21,73
Sean Zimmerman,7,274,5,26,10,31,0,0,0,0,0,0,4,270,10,49,2,59
Chris Collins,5,192,38,43,4,81,0,0,0,0,0,0,5,200,37,71,2,108
Jordan Weal,5,221,58,115,0,173,0,0,0,0,0,0,5,282,135,250,1,385
Justin Dowling,5,207,54,79,0,133,0,0,0,0,0,0,5,280,81,160,1,241
Logan Pyett,5,362,30,102,2,132,0,0,0,0,0,0,5,273,49,137,6,186
Mitch Wahl,5,71,6,13,0,19,0,0,0,0,0,0,5,271,97,186,12,283
Phil Cole,5,58,1,3,9,4,0,0,0,0,0,0,5,219,13,41,37,54
Scott Kelman,5,74,12,22,5,34,0,0,0,0,0,0,5,332,99,187,11,286
Sena Acolatse,5,195,23,55,21,78,0,0,0,0,0,0,5,322,45,109,49,154
Simon Ferguson,5,324,31,52,55,83,0,0,0,0,0,0,5,319,61,100,27,161
Tyler Shattock,5,258,20,42,7,62,0,0,0,0,0,0,5,248,76,119,15,195
Tyler Spurgeon,5,148,14,37,2,51,0,0,0,0,0,0,5,212,43,81,4,124
Adrian Foster,8,163,35,40,0,75,0,0,0,0,0,0,3,39,15,20,0,35
Brady Calla,4,64,5,10,1,15,0,0,0,0,0,0,6,319,62,111,15,173
Brent Regner,6,388,24,118,3,142,0,0,0,0,0,0,4,207,24,96,4,120
Cam Cunning,6,342,65,54,14,119,0,0,0,0,0,0,4,245,57,54,16,111
Dan DaSilva,8,383,91,114,18,205,0,0,0,0,0,0,3,200,76,75,15,151
Jeff May,4,143,4,17,4,21,0,0,0,0,0,0,6,310,19,124,14,143
Justin Keller,4,256,63,59,4,122,0,0,0,0,0,0,6,322,128,98,2,226
Matt Kinch,6,315,25,88,0,113,0,0,0,0,0,0,4,255,53,220,1,273
Riley Holzapfel,6,335,69,101,1,170,0,0,0,0,0,0,4,248,91,117,2,208
Tim Wedderburn,6,297,6,33,2,39,0,0,0,0,0,0,4,273,20,76,9,96
Adam Hobson,4,99,8,18,8,26,0,0,0,0,0,0,5,252,51,77,6,128
Blake Evans,5,344,65,89,0,154,0,0,0,0,0,0,4,284,116,156,13,272
Brandin Cote,4,189,13,27,4,40,0,0,0,0,0,0,5,345,101,154,12,255
Brett Draney,4,66,4,5,7,9,0,0,0,0,0,0,5,270,65,104,10,169
Brett Ponich,4,134,0,12,20,12,0,0,0,0,0,0,5,249,2,45,22,47
Brett Scheffelmaier,4,133,0,6,38,6,0,0,0,0,0,0,5,273,11,36,93,47
Brett Sonne,4,271,32,36,9,68,0,0,0,0,0,0,5,232,89,82,7,171
C.J. Stretch,4,179,28,52,0,80,0,0,0,0,0,0,5,341,85,163,3,248
Chris Chartier,5,263,16,68,0,84,0,0,0,0,0,0,4,261,40,141,4,181
Chris Langkow,4,148,15,29,1,44,0,0,0,0,0,0,5,263,53,101,3,154
Craig Valette,5,270,30,40,15,70,0,0,0,0,0,0,4,248,50,47,11,97
J.D. Watt,4,168,12,12,46,24,0,0,0,0,0,0,5,255,62,79,47,141
Jason Goulet,5,126,21,25,2,46,0,0,0,0,0,0,4,102,1,6,19,7
John Lammers,4,156,27,35,1,62,0,0,0,0,0,0,5,256,93,106,5,199
Jordan Knackstedt,5,210,38,54,14,92,0,0,0,0,0,0,4,268,67,117,16,184
Justin Cox,5,291,28,43,2,71,0,0,0,0,0,0,4,254,73,93,3,166
Logan Stephenson,5,312,9,27,24,36,0,0,0,0,0,0,4,249,19,66,24,85
Mark Louis,4,181,1,14,39,15,0,0,0,0,0,0,5,303,10,40,27,50
Nathan Barrett,4,265,65,96,0,161,0,0,0,0,0,0,5,316,157,172,7,329
Ned Lukacevic,4,112,10,17,1,27,0,0,0,0,0,0,5,238,63,74,7,137
Nick Ross,4,115,6,21,1,27,0,0,0,0,0,0,5,288,33,112,12,145
Ryan Jorde,4,162,0,5,27,5,0,0,0,0,0,0,5,216,4,29,55,33
Taylor Vause,4,125,14,28,0,42,0,0,0,0,0,0,5,273,79,111,1,190
Tom Maxwell,5,155,7,14,56,21,0,0,0,0,0,0,4,244,33,40,43,73
Tyler Beechey,4,58,17,20,1,37,0,0,0,0,0,0,5,262,103,132,2,235
Ajay Baines,9,651,103,149,18,252,0,0,0,0,0,0,2,144,67,57,11,124
Craig Schira,3,208,15,32,5,47,0,0,0,0,0,0,6,340,33,124,10,157
David Schulz,3,15,0,2,1,2,0,0,0,0,0,0,6,304,23,73,10,96
Dustin Sylvester,3,129,26,31,0,57,0,0,0,0,0,0,6,308,111,141,4,252
J.J. Hunter,6,152,27,30,7,57,0,0,0,0,0,0,3,202,69,80,4,149
Jason Beckett,6,297,13,41,40,54,0,0,0,0,0,0,3,211,8,52,34,60
Jonathan Parker,3,76,6,6,1,12,0,0,0,0,0,0,6,317,86,88,8,174
Kiel McLeod,3,159,14,22,9,36,0,0,0,0,0,0,6,290,123,138,22,261
Lance Monych,3,45,0,0,0,0,0,0,0,0,0,0,6,319,110,126,22,236
Ryan Kinasewich,3,42,6,5,0,11,0,0,0,0,0,0,6,298,106,146,6,252
Andy Rogers,4,119,0,10,3,10,0,0,0,0,0,0,4,158,3,18,6,21
Benn Olson,4,81,1,7,34,8,0,0,0,0,0,0,4,244,3,26,59,29
Chris Bruton,4,200,10,13,55,23,0,0,0,0,0,0,4,258,58,80,28,138
Curt Gogol,4,172,15,9,54,24,0,0,0,0,0,0,4,168,7,19,45,26
Darcy Robinson,4,193,4,25,20,29,0,0,0,0,0,0,4,240,12,28,22,40
Daryl Boyle,4,174,11,38,3,49,0,0,0,0,0,0,4,262,31,100,9,131
Greg Scott,4,270,54,84,9,138,0,0,0,0,0,0,4,278,96,109,10,205
Ian Schultz,4,121,9,20,22,29,0,0,0,0,0,0,4,196,55,72,48,127
Jeff Smith,4,28,2,0,4,2,0,0,0,0,0,0,4,229,40,32,48,72
Levi Nelson,4,138,17,14,2,31,0,0,0,0,0,0,4,198,65,87,6,152
Mark McNeill,4,151,41,40,4,81,0,0,0,0,0,0,4,211,72,104,8,176
Matt MacKenzie,4,161,4,20,9,24,0,0,0,0,0,0,4,225,18,80,6,98
Paul Elliott,4,199,10,25,0,35,0,0,0,0,0,0,4,276,55,141,7,196
Randall Gelech,4,285,42,46,4,88,0,0,0,0,0,0,4,237,62,50,12,112
Sam Klassen,4,137,2,10,3,12,0,0,0,0,0,0,4,249,7,74,10,81
Sean Curry,8,499,32,69,50,101,0,0,0,0,0,0,2,132,15,31,9,46
Sean McAslan,4,65,12,15,3,27,0,0,0,0,0,0,4,263,54,80,22,134
Shaun Sutter,4,62,14,10,0,24,0,0,0,0,0,0,4,225,58,61,16,119
Wacey Hamilton,4,216,18,36,3,54,0,0,0,0,0,0,4,234,61,132,13,193
Aaron Boogaard,3,64,3,1,30,4,0,0,0,0,0,0,5,273,26,28,57,54
Brad Ross,3,125,18,11,7,29,0,0,0,0,0,0,5,270,109,136,34,245
Brad Schell,3,22,3,4,0,7,0,0,0,0,0,0,5,239,70,112,1,182
Codey Burki,3,102,11,17,0,28,0,0,0,0,0,0,5,263,74,107,5,181
Darian Dziurzynski,3,181,26,17,26,43,0,0,0,0,0,0,5,304,92,69,44,161
Darrell Hay,5,153,12,30,3,42,0,0,0,0,0,0,3,207,33,118,6,151
Eric Hunter,3,89,7,10,1,17,0,0,0,0,0,0,5,323,111,122,11,233
Eric Johansson,3,195,21,37,0,58,0,0,0,0,0,0,5,263,112,154,2,266
Garrett Klotz,5,157,4,7,30,11,0,0,0,0,0,0,3,150,5,5,35,10
"George ""Bud"" Holloway",3,191,54,66,4,120,0,0,0,0,0,0,5,282,95,102,6,197
Gord Baldwin,5,263,8,45,14,53,0,0,0,0,0,0,3,190,14,47,16,61
Graham Belak,5,140,1,4,48,5,0,0,0,0,0,0,3,141,12,15,58,27
Ian McKenzie,3,52,4,1,4,5,0,0,0,0,0,0,5,228,39,37,17,76
James Martin,3,35,2,2,2,4,0,0,0,0,0,0,5,190,19,33,8,52
Justin Taylor,5,165,31,36,3,67,0,0,0,0,0,0,3,116,18,29,7,47
K.C. Timmons,5,107,10,19,17,29,0,0,0,0,0,0,3,210,48,42,48,90
Kevin Sundher,3,129,11,27,3,38,0,0,0,0,0,0,5,273,94,158,5,252
Mark Ardelan,3,201,24,71,1,95,0,0,0,0,0,0,5,338,46,148,13,194
Mark Rooneem,3,12,2,0,0,2,0,0,0,0,0,0,5,304,62,72,6,134
Paul Albers,3,147,9,23,2,32,0,0,0,0,0,0,5,329,31,112,2,143
Scott Balan,3,53,0,1,3,1,0,0,0,0,0,0,5,228,7,40,20,47
Shayne Wiebe,3,38,1,6,0,7,0,0,0,0,0,0,5,276,108,89,8,197
Taylor Ellington,3,21,2,3,1,5,0,0,0,0,0,0,5,287,14,52,22,66
Tyler Mosienko,3,53,8,12,0,20,0,0,0,0,0,0,5,338,81,151,6,232
Willie Coetzee,5,135,21,33,1,54,0,0,0,0,0,0,3,167,49,76,1,125
Brent Henley,7,91,0,9,32,9,0,0,0,0,0,0,2,36,0,6,5,6
Chad Hinz,7,374,55,86,9,141,0,0,0,0,0,0,2,143,62,132,6,194
Chris St. Croix,7,257,6,31,2,37,0,0,0,0,0,0,2,110,11,40,5,51
Richard Seeley,7,409,22,69,23,91,0,0,0,0,0,0,2,126,18,69,11,87
Ryan Gaucher,7,124,10,25,0,35,0,0,0,0,0,0,2,129,29,58,4,87
Austin Fyten,3,122,9,24,4,33,0,0,0,0,0,0,4,193,55,67,15,122
Austin Madaisky,3,97,16,27,0,43,0,0,0,0,0,0,4,238,29,84,6,113
Ben Thomson,2,114,15,23,14,38,0,0,0,0,0,0,6,352,136,181,2,317
Brad Cole,3,161,5,21,7,26,0,0,0,0,0,0,4,232,21,42,23,63
Brad Voth,3,40,2,3,13,5,0,0,0,0,0,0,4,213,30,27,66,57
Brent Raedeke,4,171,22,21,3,43,0,0,0,0,0,0,3,214,57,85,3,142
Byron Froese,4,143,22,37,1,59,0,0,0,0,0,0,3,212,91,108,1,199
Chris Neiszner,3,18,3,3,0,6,0,0,0,0,0,0,4,286,49,52,8,101
Chris Thompson,6,77,2,12,6,14,0,0,0,0,0,0,2,73,16,32,34,48
Cody Beach,3,98,9,18,33,27,0,0,0,0,0,0,4,169,29,90,55,119
Colin Jacobs,3,44,2,5,2,7,0,0,0,0,0,0,4,186,44,45,5,89
Colin Long,3,53,5,7,0,12,0,0,0,0,0,0,4,228,76,146,1,222
Corbin Baldwin,3,84,0,2,18,2,0,0,0,0,0,0,4,248,11,55,31,66
Craig Brunel,4,94,6,4,35,10,0,0,0,0,0,0,3,160,19,24,69,43
Dallas Jackson,4,127,4,35,0,39,0,0,0,0,0,0,3,174,32,70,2,102
Daniel Tetrault,4,69,0,7,2,7,0,0,0,0,0,0,3,104,16,49,11,65
Dustin Friesen,3,47,3,5,0,8,0,0,0,0,0,0,4,258,26,55,4,81
Garrett Prosofsky,3,7,2,0,0,2,0,0,0,0,0,0,4,258,114,151,8,265
Jace Coyle,3,61,1,7,0,8,0,0,0,0,0,0,4,241,25,82,6,107
Jarrett Smith,4,122,18,24,4,42,0,0,0,0,0,0,3,163,59,91,8,150
Joey Leach,3,17,0,1,1,1,0,0,0,0,0,0,4,210,21,79,9,100
Josh Aspenlind,3,113,4,10,7,14,0,0,0,0,0,0,4,257,62,70,27,132
Karel Mosovsky,4,176,16,10,4,26,0,0,0,0,0,0,3,185,75,85,4,160
Marc Brown,6,361,92,96,3,188,0,0,0,0,0,0,2,136,51,68,7,119
Mark Derlago,4,38,7,9,0,16,0,0,0,0,0,0,3,209,82,80,4,162
Matt Smith,6,59,4,8,3,12,0,0,0,0,0,0,2,7,0,1,0,1
Mike Egener,3,130,3,6,13,9,0,0,0,0,0,0,4,224,6,31,55,37
Myles Stoesz,3,57,1,2,31,3,0,0,0,0,0,0,4,235,9,15,86,24
Nathan Forster,4,82,3,7,3,10,0,0,0,0,0,0,3,184,15,57,22,72
Regan Darby,4,83,0,2,15,2,0,0,0,0,0,0,3,158,8,28,39,36
Ryan Button,3,58,3,1,5,4,0,0,0,0,0,0,4,264,16,97,6,113
Ryley Grantham,4,120,1,12,39,13,0,0,0,0,0,0,3,165,23,26,36,49
Steve Marr,3,79,1,4,1,5,0,0,0,0,0,0,4,242,16,28,6,44
Teigan Zahn,2,13,0,2,0,2,0,0,0,0,0,0,6,287,12,53,39,65
Tim Konsorada,2,28,4,3,0,7,0,0,0,0,0,0,6,311,81,168,8,249
Tim Smith,3,7,0,0,0,0,0,0,0,0,0,0,4,263,90,196,4,286
Turner Elson,4,99,19,14,7,33,0,0,0,0,0,0,3,189,46,48,29,94
Tyler Redenbach,3,155,35,59,0,94,0,0,0,0,0,0,4,261,70,187,4,257
Tyson Marsh,4,53,3,8,9,11,0,0,0,0,0,0,3,204,8,47,25,55
Adam Taylor,2,56,1,1,0,2,0,0,0,0,0,0,5,324,65,118,10,183
Bretton Cameron,2,23,1,5,3,6,0,0,0,0,0,0,5,179,62,58,22,120
Bretton Stamler,2,46,2,6,6,8,0,0,0,0,0,0,5,332,21,74,29,95
Chris Heid,2,66,3,13,0,16,0,0,0,0,0,0,5,225,19,86,5,105
Chris St. Jacques,2,36,1,4,0,5,0,0,0,0,0,0,5,310,152,216,1,368
Daine Todd,2,56,3,29,0,32,0,0,0,0,0,0,5,234,54,99,1,153
Dane Crowley,2,13,2,3,0,5,0,0,0,0,0,0,5,279,21,73,26,94
Derek Hulak,2,73,22,24,0,46,0,0,0,0,0,0,5,267,95,147,1,242
Dustin Johner,2,23,1,1,0,2,0,0,0,0,0,0,5,291,120,152,6,272
Dylan Gyori,5,169,26,27,5,53,0,0,0,0,0,0,2,141,86,119,8,205
Evan Bloodoff,2,57,6,2,0,8,0,0,0,0,0,0,5,279,56,47,11,103
Greg Watson,2,97,10,13,4,23,0,0,0,0,0,0,5,260,71,92,10,163
Jarret Lukin,2,7,0,3,0,3,0,0,0,0,0,0,5,312,86,126,2,212
Joe Barnes,2,16,2,1,1,3,0,0,0,0,0,0,5,240,69,83,10,152
Joel Stepp,2,82,9,8,1,17,0,0,0,0,0,0,5,231,66,63,4,129
Justin Kelly,2,39,4,5,0,9,0,0,0,0,0,0,5,271,71,115,6,186
Justin Maylan,2,5,0,0,0,0,0,0,0,0,0,0,5,331,87,168,7,255
Matt Tassone,2,16,2,0,3,2,0,0,0,0,0,0,5,187,73,46,20,119
Mike Berube,2,9,0,0,2,0,0,0,0,0,0,0,5,317,15,63,25,78
Moises Gutierrez,2,8,1,1,0,2,0,0,0,0,0,0,5,326,68,73,28,141
Paul Brown,2,66,5,5,13,10,0,0,0,0,0,0,5,229,48,79,81,127
Robin Big Snake,2,2,0,0,0,0,0,0,0,0,0,0,5,167,19,30,57,49
Ryan Howse,2,59,6,4,0,10,0,0,0,0,0,0,5,262,140,77,3,217
T.J. Fast,5,120,3,9,0,12,0,0,0,0,0,0,2,97,20,56,0,76
Taylor Peters,2,109,7,12,5,19,0,0,0,0,0,0,5,251,30,44,10,74
Tomas Kudelka,5,182,12,36,7,48,0,0,0,0,0,0,2,123,20,52,1,72
Torrey DiRoberto,5,151,29,31,4,60,0,0,0,0,0,0,2,109,39,63,4,102
Adam Huxley,3,31,0,1,14,1,0,0,0,0,0,0,3,197,9,20,86,29
Aki Seitsonen,3,65,5,5,0,10,0,0,0,0,0,0,3,204,60,67,0,127
Ben Knopp,3,87,9,7,2,16,0,0,0,0,0,0,3,208,96,103,8,199
Brent McDonald,3,106,14,16,0,30,0,0,0,0,0,0,3,209,77,91,6,168
Chad Starling,3,70,0,2,0,2,0,0,0,0,0,0,3,117,8,20,9,28
Colton Jobke,3,13,0,0,0,0,0,0,0,0,0,0,3,191,11,36,18,47
Harrison Ruopp,3,28,0,0,5,0,0,0,0,0,0,0,3,149,2,16,21,18
Jay Langager,3,23,0,0,0,0,0,0,0,0,0,0,3,201,28,88,4,116
Jyri Niemi,3,65,4,8,1,12,0,0,0,0,0,0,3,159,29,66,5,95
Konstantin Panov,3,149,23,45,0,68,0,0,0,0,0,0,3,195,120,116,2,236
Luke Walker,3,183,31,39,6,70,0,0,0,0,0,0,3,202,65,65,13,130
Marek Viedensky,3,120,15,25,1,40,0,0,0,0,0,0,3,183,72,115,6,187
Sean O'Connor,3,44,1,0,7,1,0,0,0,0,0,0,3,184,54,42,44,96
Stefan Schneider,3,127,8,12,1,20,0,0,0,0,0,0,3,175,23,20,6,43
Brenden Kichton,2,141,18,59,1,77,0,0,0,0,0,0,4,260,45,138,3,183
Cameron Abney,2,18,0,0,4,0,0,0,0,0,0,0,4,180,14,23,30,37
Chris Ovington,2,39,0,4,3,4,0,0,0,0,0,0,4,267,11,67,23,78
Dan Gendur,2,20,1,1,0,2,0,0,0,0,0,0,4,200,55,89,3,144
David Bararuk,2,54,5,7,0,12,0,0,0,0,0,0,4,212,68,104,2,172
Gaelan Patterson,2,117,8,19,1,27,0,0,0,0,0,0,4,246,55,75,5,130
Garet Hunt,2,10,0,1,3,1,0,0,0,0,0,0,4,193,16,25,56,41
Gerard DiCaire,2,93,3,14,0,17,0,0,0,0,0,0,4,275,47,151,2,198
Harlan Pratt,4,218,11,37,1,48,0,0,0,0,0,0,2,71,9,23,3,32
Igor Valeev,4,204,16,33,30,49,0,0,0,0,0,0,2,67,11,10,11,21
"Jon ""Nasty"" Mirasty",4,182,1,6,79,7,0,0,0,0,0,0,2,78,1,2,38,3
Jordan Bendfeld,2,26,0,1,6,1,0,0,0,0,0,0,4,225,17,50,34,67
Josh Caron,2,24,0,0,3,0,0,0,0,0,0,0,4,171,3,19,42,22
Josh Nicholls,2,11,0,1,0,1,0,0,0,0,0,0,4,261,91,137,5,228
Kale Kessy,2,71,5,7,14,12,0,0,0,0,0,0,4,193,25,44,38,69
Keith Seabrook,4,201,19,50,1,69,0,0,0,0,0,0,2,123,19,53,2,72
Ladislav Kouba,2,6,0,0,0,0,0,0,0,0,0,0,4,217,35,59,1,94
Lane Scheidl,2,34,3,5,1,8,0,0,0,0,0,0,4,205,47,59,6,106
Mark Santorelli,4,186,20,32,0,52,0,0,0,0,0,0,2,144,56,127,0,183
Martin Podlesak,4,76,7,15,1,22,0,0,0,0,0,0,2,94,35,39,1,74
Matt Lowry,2,31,0,2,6,2,0,0,0,0,0,0,4,209,47,113,16,160
Reece Scarlett,2,105,8,37,1,45,0,0,0,0,0,0,4,209,16,67,4,83
Rick Kozak,2,5,0,1,0,1,0,0,0,0,0,0,4,152,37,28,24,65
Riley Boychuk,2,44,1,3,3,4,0,0,0,0,0,0,4,194,39,44,20,83
Steve Crampton,2,11,2,2,1,4,0,0,0,0,0,0,4,230,74,82,33,156
Travis Ewanyk,2,137,10,10,19,20,0,0,0,0,0,0,4,127,18,18,15,36
Troy Rutkowski,2,27,3,2,0,5,0,0,0,0,0,0,4,279,41,109,8,150
Tysen Dowzak,2,3,0,0,0,0,0,0,0,0,0,0,4,219,4,34,14,38
Darren Van Oene,7,497,80,106,65,186,0,0,0,0,0,0,1,51,23,24,14,47
Adam Hughesman,1,3,1,0,0,1,0,0,0,0,0,0,6,337,140,210,5,350
Brady Brassart,2,81,9,13,1,22,0,0,0,0,0,0,3,188,42,64,6,106
Cam McCaffrey,2,10,2,4,2,6,0,0,0,0,0,0,3,201,27,16,64,43
Casey Pierro-Zabotel,3,17,1,2,0,3,0,0,0,0,0,0,2,121,55,108,2,163
Collin Bowman,1,21,2,6,1,8,0,0,0,0,0,0,6,345,35,114,17,149
Dan Vandermeer,3,3,0,0,0,0,0,0,0,0,0,0,2,125,23,52,8,75
Darren Dietz,2,105,4,18,10,22,0,0,0,0,0,0,3,148,24,49,12,73
Darren Kramer,3,136,8,14,57,22,0,0,0,0,0,0,2,139,29,25,72,54
Darren Lynch,1,3,0,2,0,2,0,0,0,0,0,0,6,291,88,130,1,218
Denny Johnston,1,10,1,1,5,2,0,0,0,0,0,0,6,300,51,94,18,145
Gerad Adams,3,15,0,0,0,0,0,0,0,0,0,0,2,126,32,62,22,94
Igor Pohanka,2,109,16,30,0,46,0,0,0,0,0,0,3,184,66,107,0,173
